msg_count,avg_time_gap,msg_size,connections,failed_attempts,ip_changes
18,6.620700361660797,220,2,6,2
27,7.061747626965101,179,1,8,0
30,11.97401145660951,280,2,0,6
116,0.8124798188879402,299,5,1,1
13,11.522967318819715,262,4,3,7
27,7.982294810211483,205,5,3,6
16,51.18874494546092,5467,1,2,1
67,0.0550584100144642,216,4,1,1
18,6.868051602976321,221,3,20,1
78,0.2664902557981369,111,5,1,1
18,43.158520986693524,7658,3,0,0
11,4.083379627539101,62,3,17,2
24,14.080809960768825,230,4,3,5
18,8.616100787205891,295,3,0,9
16,12.093334436872958,252,4,3,8
20,5.760069359453497,265,3,9,2
16,31.765907015568438,4522,1,2,1
13,9.392400566531693,7324,1,2,0
20,23.898470467507,4312,2,1,0
16,2.447188161083145,267,2,0,5
18,8.205193133901558,155,5,0,5
17,10.07951270925227,279,3,7,2
20,57.34105598956662,2409,3,1,1
14,35.991770528363034,7024,3,1,1
29,10.896981053849654,158,2,18,2
29,3.476026181322631,72,3,7,2
11,7.873181542107075,2756,1,1,0
27,6.223215229880584,193,2,0,9
110,0.4656117185488279,215,4,0,0
22,9.630473005460406,86,4,2,10
10,5.603605318322046,178,2,17,2
14,3.443258508304176,204,3,7,1
11,8.670264702511021,140,1,10,0
100,0.28036219278608343,382,4,1,1
22,3.4346772440022924,199,2,2,7
14,17.730081299984413,73,3,0,6
5,12.47529285739255,7930,2,1,1
16,40.09355803100764,7734,2,1,1
21,13.440681509786266,174,3,11,1
10,18.86329100630879,294,2,13,2
18,53.593857947475364,2725,2,2,1
7,47.33916934390545,7854,1,1,1
30,3.406929426679967,251,1,20,1
12,18.04817418212303,284,2,9,1
27,4.79624387235271,262,2,20,0
24,11.46595760117151,291,4,3,6
18,18.584086501173385,202,6,0,9
13,12.215025045946586,2321,3,1,0
116,0.6725461445126083,201,2,0,0
71,0.47779304437657555,315,3,2,0
11,11.471206110316297,181,3,0,7
13,42.72852288007467,5465,3,1,1
20,4.4091448716672605,147,2,11,0
9,10.956061283255021,6188,2,2,0
16,17.625632675349244,82,1,15,0
12,17.35955453952829,105,1,11,2
23,12.822601922763713,83,3,3,6
24,14.526132989782768,116,4,0,10
70,0.7401004666526052,286,4,2,1
26,4.516208359593023,122,3,12,0
60,0.3177305775300811,362,4,0,1
14,19.645010863235395,195,2,16,0
28,3.5961478120768122,195,3,10,0
13,27.53114202462681,7333,2,0,0
80,0.5010579599693507,192,6,2,1
101,0.3368909529414271,54,5,0,1
26,4.3721342733589434,300,6,0,8
8,41.15330323766717,2088,1,0,1
22,10.976703579650165,271,1,20,0
28,15.705436219151887,71,5,1,10
16,13.484622711501862,144,3,16,0
22,15.969907601940221,209,3,20,2
119,0.29208957613181247,392,5,0,0
23,3.624524349066614,67,2,18,2
19,35.613946194547836,5048,3,2,0
16,6.042858178277118,124,1,11,0
27,14.357807437155387,96,4,1,6
30,14.191697886963189,295,3,15,1
27,19.605876160787446,292,3,2,4
79,0.5333454265680568,150,3,0,1
82,0.4882429743094081,367,3,2,1
89,0.4352569356312093,238,3,0,0
20,5.197780428332907,282,5,1,4
14,19.954721705909233,178,1,6,2
29,16.075803475254006,207,2,3,8
30,15.898448015924265,65,5,0,8
112,0.5642146611708939,252,6,1,0
12,15.046655304280087,71,3,2,4
23,16.902538716160308,179,3,18,1
12,4.201685626622042,149,4,0,4
27,17.102371812488613,222,3,14,1
27,10.570593325203463,239,2,7,2
16,6.199576692907528,299,6,3,8
26,5.109612883863706,71,3,12,2
100,0.7109530286283946,330,6,0,0
10,37.65497401668551,3452,1,0,1
24,2.6197029581546363,139,2,19,0
88,0.7921204719473258,195,3,2,1
61,0.03414815614333522,214,2,0,1
27,18.08040874188911,263,3,0,4
53,0.38007664873398556,210,4,1,1
118,0.4215847035017995,171,5,2,1
104,0.44862310467576155,83,6,0,1
24,9.611358543068834,64,3,2,4
30,15.768372306049875,176,5,1,4
25,8.681950880149204,298,2,2,10
118,0.08163804229117902,390,4,2,1
24,15.01326596485347,194,5,1,4
101,0.803014564499746,335,2,2,1
86,0.9064290765236844,135,4,2,1
74,0.02595289883663395,326,5,1,1
14,9.604794728896163,264,2,17,1
25,7.247563282144942,77,2,16,0
24,14.95915075971746,241,3,7,1
26,18.54126674588857,279,3,2,10
10,44.28894537424097,3623,3,2,1
30,2.7011959528087592,220,6,2,5
120,0.8546590125158757,204,3,0,1
62,0.38714103784168374,222,6,0,1
12,3.0670194388409264,148,2,20,2
19,21.360483730377915,5563,2,2,0
23,8.32312583539228,119,3,0,8
22,12.174881601172716,239,6,2,7
8,39.100091278551204,5717,2,1,1
12,46.06434192832329,4290,1,1,0
15,17.93669281245367,189,1,12,0
25,6.4359510113019045,133,2,1,4
15,24.745464924593428,2578,3,1,1
12,19.99587470503733,55,6,3,4
26,10.845941614316132,211,2,8,2
20,7.8348413963385575,6346,1,0,0
10,3.449814438741588,50,1,16,1
23,17.779608814310762,224,3,14,0
17,28.1062204792069,7456,2,1,0
7,36.43606553507321,2314,3,2,1
10,2.397297184107402,215,2,1,4
10,16.977192191199435,131,3,1,4
17,13.587033399628876,6070,2,0,1
14,23.679479521928013,5838,3,1,1
11,2.5479412118161138,298,2,14,2
5,34.74012561658597,4145,3,2,0
20,7.413147685419013,3531,3,0,0
11,13.735125816792348,62,3,0,6
16,13.408830160377875,6390,1,1,1
16,5.688137354045652,259,6,1,8
61,0.6048732808699493,96,6,0,1
75,0.7915584842037456,63,3,2,0
86,0.6577485804753066,371,4,1,0
107,0.6953877504070078,220,2,0,1
7,17.498181723754733,6618,3,1,1
15,16.284724366306563,185,1,8,1
29,3.6411845669942773,258,4,2,7
88,0.19661063801089473,336,5,0,0
98,0.1334393635287611,89,5,0,1
64,0.3669541614561252,193,5,2,0
22,13.937843105634935,256,5,3,6
10,20.974580949155026,3985,1,1,1
26,5.4754351343775856,74,2,9,0
5,19.886676246607237,3323,1,2,0
17,39.579433464354956,4072,1,2,0
63,0.8095426114059274,267,3,2,1
20,32.775337626985376,3950,2,1,1
24,15.593842429355572,138,5,1,7
116,0.6981262685557436,240,3,1,0
24,7.028407516263016,226,3,6,2
81,0.03384580499316643,170,5,1,0
12,47.928959928572,5997,2,2,1
13,2.6124925622311332,284,2,2,7
13,16.260416018363728,3446,2,2,1
9,11.29229384433754,3819,2,1,0
111,0.9363369392134948,289,6,0,0
117,0.5648699579111035,201,4,2,0
18,17.053809706019347,92,5,1,10
23,7.66586195903094,63,3,10,1
8,7.3982237716088175,7026,3,0,0
13,7.131984412886501,7232,3,0,0
98,0.709570800469866,81,2,2,0
7,49.32631325711814,6135,2,0,0
10,15.185885216556796,232,5,2,9
26,13.49622892700144,80,2,1,9
97,0.6505198857349452,239,5,2,1
30,18.256197336737127,90,1,14,1
66,0.4240217598365215,309,6,1,0
99,0.47180489292116656,236,2,0,1
56,0.28548759250853056,322,3,2,1
11,45.46052725940384,7729,2,1,1
11,5.1629241138788515,173,2,3,8
5,17.367517381241985,4592,2,2,1
99,0.9220581672742189,268,2,1,0
9,36.860863810153674,2288,3,1,0
7,50.0804836048298,6277,1,0,0
9,27.688071191659137,7577,3,1,1
79,0.57018387846387,325,6,2,1
82,0.9929058561526282,114,3,2,0
59,0.1321881705054842,276,6,0,1
19,4.422228830585498,130,6,3,7
7,7.736142052983062,5211,3,1,0
11,11.587712900548796,238,4,1,8
28,8.100328389383892,113,1,6,1
7,30.34208871591191,3944,3,2,1
27,17.15743414436752,182,4,2,6
24,7.348506010244531,161,2,0,7
27,17.958127455942638,249,2,2,5
30,3.639578381314556,219,2,1,9
61,0.3287908467215003,259,3,0,1
14,18.49113067905349,111,4,0,4
14,40.691477087978704,2883,3,1,1
10,25.020859786135578,7854,3,2,0
9,44.0079896956963,5432,1,1,1
18,18.950719566580823,300,2,2,10
20,4.571612626895881,259,3,16,1
18,17.161193237072197,253,6,3,4
97,0.6396367732240011,74,5,0,0
106,0.832329319901022,395,5,1,0
53,0.46742239305915967,368,4,0,0
27,15.013750187028336,75,2,3,9
74,0.17924332133811022,331,5,1,0
19,27.390684855120824,3056,2,1,0
10,53.66927777902702,4897,1,1,0
16,3.8291610647772734,91,2,7,0
5,48.301521660253464,2583,1,0,1
54,0.02944250529709483,56,3,0,0
19,16.326046575720213,161,2,2,9
5,7.191737747666044,3843,3,0,0
20,5.97865259615927,78,3,3,9
6,53.158792100962486,6993,2,1,1
10,17.325273087161943,66,4,2,6
20,20.325923553015755,6160,1,2,1
